Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_011061_20140327_20200911_02_T1,LC08_L1TP_011061_20140327_20200911_02_T1,LC80110612014086LGN01,2014/03/27,T1,2, 011, 061, 011, 061,NADIR,   0.000,2020/09/11,2020/09/11,2014-03-27 15:32:51.741221,2014-03-27 15:33:23.511217,LGN,DAY,  82.62,  80.26,154,5,    7.024,    5.049,    4.882,LPGS_15.3.1c,61.33294475,81.62944936,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.72"S,80°19'05.95"W,0°23'56.33"S,81°20'29.40"W,0°23'55.72"S,79°17'43.55"W,2°29'58.96"S,81°20'30.55"W,2°29'55.10"S,79°17'37.90"W, -1.44631, -80.31832, -0.39898, -81.34150, -0.39881, -79.29543, -2.49971, -81.34182, -2.49864, -79.29386,LC08_L2SP_011061_20140327_20200911_02_T1,LC80110612014086LGN01
LC08_L2SP_011062_20140327_20200911_02_T1,LC08_L1TP_011062_20140327_20200911_02_T1,LC80110622014086LGN01,2014/03/27,T1,2, 011, 062, 011, 062,NADIR,   0.000,2020/09/11,2020/09/11,2014-03-27 15:33:15.657674,2014-03-27 15:33:47.42767,LGN,DAY,  36.16,  60.77,258,5,    6.201,    3.932,    4.795,LPGS_15.3.1c,60.88717401,79.11520919,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'33.18"S,80°37'29.21"W,1°50'43.91"S,81°38'56.98"W,1°50'42.32"S,79°36'07.13"W,3°56'46.03"S,81°39'01.30"W,3°56'42.68"S,79°35'57.84"W, -2.89255, -80.62478, -1.84553, -81.64916, -1.84509, -79.60198, -3.94612, -81.65036, -3.94519, -79.59940,LC08_L2SP_011062_20140327_20200911_02_T1,LC80110622014086LGN01
LC08_L2SP_011063_20140327_20200911_02_T1,LC08_L1TP_011063_20140327_20200911_02_T1,LC80110632014086LGN01,2014/03/27,T1,2, 011, 063, 011, 063,NADIR,   0.000,2020/09/11,2020/09/11,2014-03-27 15:33:39.582599,2014-03-27 15:34:11.352595,LGN,DAY,  91.58,  87.36,292,5,    6.889,    4.667,    5.068,LPGS_15.3.1c,60.38145611,76.69099002,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'20.80"S,80°55'54.77"W,3°17'30.55"S,81°57'27.79"W,3°17'30.05"S,79°54'29.45"W,5°23'31.88"S,81°57'37.33"W,5°23'31.06"S,79°54'18.58"W, -4.33911, -80.93188, -3.29182, -81.95772, -3.29168, -79.90818, -5.39219, -81.96037, -5.39196, -79.90516,LC08_L2SP_011063_20140327_20200911_02_T1,LC80110632014086LGN01
LC08_L2SP_009059_20140329_20200911_02_T1,LC08_L1TP_009059_20140329_20200911_02_T1,LC80090592014088LGN01,2014/03/29,T1,2, 009, 059, 009, 059,NADIR,   0.000,2020/09/11,2020/09/11,2014-03-29 15:19:41.611969,2014-03-29 15:20:13.381965,LGN,DAY,  93.92,  93.92,240,5,    6.108,    4.647,    3.964,LPGS_15.3.1c,62.13746128,85.22495867,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'47.11"N,76°37'14.52"W,2°29'29.98"N,77°38'43.58"W,2°29'39.08"N,75°35'53.41"W,0°23'35.30"N,77°38'34.87"W,0°23'36.74"N,75°35'51.43"W,  1.44642, -76.62070,  2.49166, -77.64544,  2.49419, -75.59817,  0.39314, -77.64302,  0.39354, -75.59762,LC08_L2SP_009059_20140329_20200911_02_T1,LC80090592014088LGN01
LC08_L2SP_009060_20140329_20200911_02_T1,LC08_L1TP_009060_20140329_20200911_02_T1,LC80090602014088LGN01,2014/03/29,T1,2, 009, 060, 009, 060,NADIR,   0.000,2020/09/11,2020/09/11,2014-03-29 15:20:05.528422,2014-03-29 15:20:37.298418,LGN,DAY,  70.76,  70.76,377,5,    5.820,    4.392,    3.819,LPGS_15.3.1c,61.77807467,82.56275462,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,0°00'00.04"S,76°55'37.02"W,1°02'46.61"N,77°57'01.51"W,1°02'51.18"N,75°54'18.29"W,1°03'06.12"S,77°57'01.55"W,1°03'10.69"S,75°54'18.29"W, -0.00001, -76.92695,  1.04628, -77.95042,  1.04755, -75.90508, -1.05170, -77.95043, -1.05297, -75.90508,LC08_L2SP_009060_20140329_20200911_02_T1,LC80090602014088LGN01
LC08_L2SP_009061_20140329_20200911_02_T1,LC08_L1TP_009061_20140329_20200911_02_T1,LC80090612014088LGN01,2014/03/29,T1,2, 009, 061, 009, 061,NADIR,   0.000,2020/09/11,2020/09/11,2014-03-29 15:20:29.449111,2014-03-29 15:21:01.219107,LGN,DAY,  80.41,  80.41,104,5,    6.119,    3.868,    4.742,LPGS_15.3.1c,61.35423717,79.98178108,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'47.87"S,77°13'59.56"W,0°24'03.78"S,78°15'15.19"W,0°24'05.80"S,76°12'44.10"W,2°29'44.52"S,78°15'25.96"W,2°29'57.08"S,76°12'48.13"W, -1.44663, -77.23321, -0.40105, -78.25422, -0.40161, -76.21225, -2.49570, -78.25721, -2.49919, -76.21337,LC08_L2SP_009061_20140329_20200911_02_T1,LC80090612014088LGN01
LC08_L2SP_009062_20140329_20200911_02_T1,LC08_L1TP_009062_20140329_20200911_02_T1,LC80090622014088LGN01,2014/03/29,T1,2, 009, 062, 009, 062,NADIR,   0.000,2020/09/11,2020/09/11,2014-03-29 15:20:53.365564,2014-03-29 15:21:25.13556,LGN,DAY,  69.37,  69.37,115,5,    5.933,    3.103,    5.057,LPGS_15.3.1c,60.86890704,77.49147567,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,2°53'34.33"S,77°32'22.85"W,1°50'41.17"S,78°33'36.29"W,1°50'51.76"S,76°31'03.25"W,3°56'29.08"S,78°33'59.87"W,3°56'51.68"S,76°31'13.33"W, -2.89287, -77.53968, -1.84477, -78.56008, -1.84771, -76.51757, -3.94141, -78.56663, -3.94769, -76.52037,LC08_L2SP_009062_20140329_20200911_02_T1,LC80090622014088LGN01
LC08_L2SP_009063_20140329_20200911_02_T2,LC08_L1GT_009063_20140329_20200911_02_T2,LC80090632014088LGN01,2014/03/29,T2,2, 009, 063, 009, 063,NADIR,   0.000,2020/09/11,2020/09/11,2014-03-29 15:21:17.286253,2014-03-29 15:21:49.056249,LGN,DAY,  96.41,  96.41,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,60.32501822,75.09749486,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,4°20'21.08"S,77°50'48.08"W,3°17'24.61"S,78°51'57.24"W,3°17'45.74"S,76°49'17.76"W,5°22'59.88"S,78°52'35.65"W,5°23'34.48"S,76°49'35.90"W, -4.33919, -77.84669, -3.29017, -78.86590, -3.29604, -76.82160, -5.38330, -78.87657, -5.39291, -76.82664,LC08_L2SP_009063_20140329_20200911_02_T2,LC80090632014088LGN01
LC08_L2SP_010059_20140405_20200911_02_T1,LC08_L1TP_010059_20140405_20200911_02_T1,LC80100592014095LGN01,2014/04/05,T1,2, 010, 059, 010, 059,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-05 15:25:48.497219,2014-04-05 15:26:20.267215,LGN,DAY,  63.06,  62.38,141,5,    7.440,    4.768,    5.711,LPGS_15.3.1c,62.33101961,79.36131669,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.57"N,78°10'36.19"W,2°29'35.12"N,79°11'48.34"W,2°29'19.25"N,77°09'13.90"W,0°23'36.10"N,79°11'54.28"W,0°23'33.61"N,77°09'26.57"W,  1.44627, -78.17672,  2.49309, -79.19676,  2.48868, -77.15386,  0.39336, -79.19841,  0.39267, -77.15738,LC08_L2SP_010059_20140405_20200911_02_T1,LC80100592014095LGN01
LC08_L2SP_010060_20140405_20200911_02_T1,LC08_L1TP_010060_20140405_20200911_02_T1,LC80100602014095LGN01,2014/04/05,T1,2, 010, 060, 010, 060,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-05 15:26:12.413672,2014-04-05 15:26:44.183668,LGN,DAY,  70.88,  70.88,103,5,    6.935,    3.569,    5.946,LPGS_15.3.1c,61.82964537,76.76802302,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.61"S,78°28'58.51"W,1°02'50.35"N,79°30'19.55"W,1°02'44.41"N,77°27'39.24"W,1°03'19.66"S,79°30'19.51"W,1°03'13.64"S,77°27'39.20"W, -0.00017, -78.48292,  1.04732, -79.50543,  1.04567, -77.46090, -1.05546, -79.50542, -1.05379, -77.46089,LC08_L2SP_010060_20140405_20200911_02_T1,LC80100602014095LGN01
LC08_L2SP_010061_20140405_20200911_02_T1,LC08_L1TP_010061_20140405_20200911_02_T1,LC80100612014095LGN01,2014/04/05,T1,2, 010, 061, 010, 061,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-05 15:26:36.330125,2014-04-05 15:27:08.100121,LGN,DAY,  56.32,  56.32,107,5,    7.017,    3.822,    5.885,LPGS_15.3.1c,61.26797696,74.28065854,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'47.54"S,78°47'20.69"W,0°24'05.80"S,79°48'46.48"W,0°24'03.82"S,77°46'05.59"W,2°30'06.95"S,79°48'42.52"W,2°29'54.46"S,77°45'54.86"W, -1.44654, -78.78908, -0.40161, -79.81291, -0.40106, -77.76822, -2.50193, -79.81181, -2.49846, -77.76524,LC08_L2SP_010061_20140405_20200911_02_T1,LC80100612014095LGN01
LC08_L2SP_010062_20140405_20200911_02_T1,LC08_L1TP_010062_20140405_20200911_02_T1,LC80100622014095LGN01,2014/04/05,T1,2, 010, 062, 010, 062,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-05 15:27:00.242342,2014-04-05 15:27:32.012338,LGN,DAY,  69.23,  68.60,88,5,    7.605,    4.954,    5.769,LPGS_15.3.1c,60.64961088,71.90435637,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'33.18"S,79°05'43.51"W,1°50'43.55"S,80°07'20.93"W,1°50'35.59"S,78°04'25.28"W,3°56'55.03"S,80°07'15.06"W,3°56'38.04"S,78°04'05.84"W, -2.89255, -79.09542, -1.84543, -80.12248, -1.84322, -78.07369, -3.94862, -80.12085, -3.94390, -78.06829,LC08_L2SP_010062_20140405_20200911_02_T1,LC80100622014095LGN01
LC08_L2SP_010063_20140405_20200911_02_T1,LC08_L1TP_010063_20140405_20200911_02_T1,LC80100632014095LGN01,2014/04/05,T1,2, 010, 063, 010, 063,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-05 15:27:24.163031,2014-04-05 15:27:55.933027,LGN,DAY,  52.88,  52.86,288,5,    7.224,    4.373,    5.750,LPGS_15.3.1c,59.97775269,69.64084764,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'19.86"S,79°24'08.64"W,3°17'31.63"S,80°25'55.24"W,3°17'19.75"S,78°22'40.40"W,5°23'43.40"S,80°25'49.58"W,5°23'23.89"S,78°22'14.23"W, -4.33885, -79.40240, -3.29212, -80.43201, -3.28882, -78.37789, -5.39539, -80.43044, -5.38997, -78.37062,LC08_L2SP_010063_20140405_20200911_02_T1,LC80100632014095LGN01
LC08_L2SP_010064_20140405_20200911_02_T1,LC08_L1TP_010064_20140405_20200911_02_T1,LC80100642014095LGN01,2014/04/05,T1,2, 010, 064, 010, 064,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-05 15:27:48.092192,2014-04-05 15:28:19.862188,LGN,DAY,  30.27,  29.87,284,5,    6.754,    4.153,    5.326,LPGS_15.3.1c,59.25593403,67.49117265,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,5°47'07.62"S,79°42'36.83"W,4°44'19.79"S,80°44'31.56"W,4°44'06"S,78°41'02.69"W,6°50'31.52"S,80°44'28.14"W,6°50'11.54"S,78°40'31.84"W, -5.78545, -79.71023, -4.73883, -80.74210, -4.73500, -78.68408, -6.84209, -80.74115, -6.83654, -78.67551,LC08_L2SP_010064_20140405_20200911_02_T1,LC80100642014095LGN01
LC08_L2SP_008060_20140407_20200911_02_T1,LC08_L1TP_008060_20140407_20200911_02_T1,LC80080602014097LGN01,2014/04/07,T1,2, 008, 060, 008, 060,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-07 15:13:48.880613,2014-04-07 15:14:20.650609,LGN,DAY,  60.10,  60.10,152,5,    7.259,    5.284,    4.978,LPGS_15.3.1c,61.79704423,75.15501497,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,0°00'00.29"N,75°23'33.68"W,1°02'50.50"N,76°24'52.56"W,1°02'51.40"N,74°22'15.02"W,1°03'10.01"S,76°24'52.60"W,1°03'10.94"S,74°22'14.99"W,  0.00008, -75.39269,  1.04736, -76.41460,  1.04761, -74.37084, -1.05278, -76.41461, -1.05304, -74.37083,LC08_L2SP_008060_20140407_20200911_02_T1,LC80080602014097LGN01
LC08_L2SP_008061_20140407_20200911_02_T2,LC08_L1GT_008061_20140407_20200911_02_T2,LC80080612014097LGN01,2014/04/07,T2,2, 008, 061, 008, 061,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-07 15:14:12.801302,2014-04-07 15:14:44.571298,LGN,DAY,  91.14,  91.14,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,61.19789947,72.70230335,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'47.58"S,75°41'56.08"W,0°24'05.47"S,76°43'17.90"W,0°24'06.08"S,74°40'41.77"W,2°29'55.03"S,76°43'23.63"W,2°29'58.99"S,74°40'40.69"W, -1.44655, -75.69891, -0.40152, -76.72164, -0.40169, -74.67827, -2.49862, -76.72323, -2.49972, -74.67797,LC08_L2SP_008061_20140407_20200911_02_T2,LC80080612014097LGN01
LC08_L2SP_008062_20140407_20200911_02_T1,LC08_L1TP_008062_20140407_20200911_02_T1,LC80080622014097LGN01,2014/04/07,T1,2, 008, 062, 008, 062,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-07 15:14:36.717755,2014-04-07 15:15:08.487751,LGN,DAY,  73.06,  73.06,36,5,    9.137,    6.197,    6.713,LPGS_15.3.1c,60.54363414,70.36532550,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,2°53'34.01"S,76°00'19.15"W,1°50'49.92"S,77°01'37.67"W,1°50'54.10"S,74°58'58.51"W,3°56'38"S,77°01'51.13"W,3°56'46.97"S,74°58'58.37"W, -2.89278, -76.00532, -1.84720, -77.02713, -1.84836, -74.98292, -3.94389, -77.03087, -3.94638, -74.98288,LC08_L2SP_008062_20140407_20200911_02_T1,LC80080622014097LGN01
LC08_L2SP_011059_20140412_20200911_02_T2,LC08_L1GT_011059_20140412_20200911_02_T2,LC80110592014102LGN01,2014/04/12,T2,2, 011, 059, 011, 059,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-12 15:31:51.384038,2014-04-12 15:32:23.154034,LGN,DAY,  99.99,  99.99,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,62.25734731,73.67546492,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.54"N,79°43'00.52"W,2°29'29.72"N,80°44'24.14"W,2°29'22.52"N,78°41'42.58"W,0°23'36.78"N,80°44'25.01"W,0°23'35.66"N,78°41'50.17"W,  1.44626, -79.71681,  2.49159, -80.74004,  2.48959, -78.69516,  0.39355, -80.74028,  0.39324, -78.69727,LC08_L2SP_011059_20140412_20200911_02_T2,LC80110592014102LGN01
LC08_L2SP_011060_20140412_20200911_02_T1,LC08_L1TP_011060_20140412_20200911_02_T1,LC80110602014102LGN01,2014/04/12,T1,2, 011, 060, 011, 060,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-12 15:32:15.300491,2014-04-12 15:32:47.070487,LGN,DAY,  97.27,  98.08,16,5,    7.400,    6.403,    3.711,LPGS_15.3.1c,61.62378407,71.20199248,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.72"S,80°01'22.87"W,1°02'41.86"N,81°02'41.78"W,1°02'39.55"N,79°00'05.15"W,1°03'11.20"S,81°02'41.78"W,1°03'08.86"S,79°00'05.11"W, -0.00020, -80.02302,  1.04496, -81.04494,  1.04432, -79.00143, -1.05311, -81.04494, -1.05246, -79.00142,LC08_L2SP_011060_20140412_20200911_02_T1,LC80110602014102LGN01
LC08_L2SP_011061_20140412_20200911_02_T1,LC08_L1TP_011061_20140412_20200911_02_T1,LC80110612014102LGN01,2014/04/12,T1,2, 011, 061, 011, 061,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-12 15:32:39.212708,2014-04-12 15:33:10.982704,LGN,DAY,  80.72,  85.48,93,5,    6.254,    4.582,    4.257,LPGS_15.3.1c,60.93556458,68.85229641,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.68"S,80°19'44.90"W,0°23'56.33"S,81°21'08.24"W,0°23'55.72"S,79°18'22.36"W,2°29'58.96"S,81°21'09.40"W,2°29'55.18"S,79°18'16.70"W, -1.44630, -80.32914, -0.39898, -81.35229, -0.39881, -79.30621, -2.49971, -81.35261, -2.49866, -79.30464,LC08_L2SP_011061_20140412_20200911_02_T1,LC80110612014102LGN01
LC08_L2SP_011062_20140412_20200911_02_T1,LC08_L1TP_011062_20140412_20200911_02_T1,LC80110622014102LGN01,2014/04/12,T1,2, 011, 062, 011, 062,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-12 15:33:03.129161,2014-04-12 15:33:34.899157,LGN,DAY,  45.38,  48.43,178,5,    6.405,    3.850,    5.119,LPGS_15.3.1c,60.19625411,66.62618791,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'33.18"S,80°38'08.02"W,1°50'43.87"S,81°39'35.82"W,1°50'42.36"S,79°36'45.97"W,3°56'46"S,81°39'40.21"W,3°56'42.76"S,79°36'36.76"W, -2.89255, -80.63556, -1.84552, -81.65995, -1.84510, -79.61277, -3.94611, -81.66117, -3.94521, -79.61021,LC08_L2SP_011062_20140412_20200911_02_T1,LC80110622014102LGN01
LC08_L2SP_011063_20140412_20200911_02_T1,LC08_L1TP_011063_20140412_20200911_02_T1,LC80110632014102LGN01,2014/04/12,T1,2, 011, 063, 011, 063,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-12 15:33:27.04985,2014-04-12 15:33:58.819846,LGN,DAY,  10.22,  24.06,461,5,    5.344,    3.007,    4.418,LPGS_15.3.1c,59.40960366,64.52281940,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'19.97"S,80°56'33.04"W,3°17'30.52"S,81°58'06.67"W,3°17'30.08"S,79°55'08.33"W,5°23'31.81"S,81°58'16.32"W,5°23'31.13"S,79°54'57.56"W, -4.33888, -80.94251, -3.29181, -81.96852, -3.29169, -79.91898, -5.39217, -81.97120, -5.39198, -79.91599,LC08_L2SP_011063_20140412_20200911_02_T1,LC80110632014102LGN01
LC08_L2SP_009059_20140414_20200911_02_T1,LC08_L1TP_009059_20140414_20200911_02_T1,LC80090592014104LGN01,2014/04/14,T1,2, 009, 059, 009, 059,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-14 15:19:26.757952,2014-04-14 15:19:58.527948,LGN,DAY,  56.98,  56.98,459,5,    5.925,    4.081,    4.295,LPGS_15.3.1c,62.18876067,72.11693888,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'46.46"N,76°37'20.53"W,2°29'29.94"N,77°38'53.30"W,2°29'39.08"N,75°36'03.13"W,0°23'35.30"N,77°38'44.56"W,0°23'36.74"N,75°36'01.15"W,  1.44624, -76.62237,  2.49165, -77.64814,  2.49419, -75.60087,  0.39314, -77.64571,  0.39354, -75.60032,LC08_L2SP_009059_20140414_20200911_02_T1,LC80090592014104LGN01
LC08_L2SP_009060_20140414_20200911_02_T1,LC08_L1TP_009060_20140414_20200911_02_T1,LC80090602014104LGN01,2014/04/14,T1,2, 009, 060, 009, 060,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-14 15:19:50.674405,2014-04-14 15:20:22.444401,LGN,DAY,  67.57,  67.57,267,5,    5.763,    4.251,    3.891,LPGS_15.3.1c,61.52010833,69.68506132,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,0°00'00.76"S,76°55'42.82"W,1°02'46.61"N,77°57'01.51"W,1°02'51.18"N,75°54'27.97"W,1°03'06.12"S,77°57'01.55"W,1°03'10.69"S,75°54'28.01"W, -0.00021, -76.92856,  1.04628, -77.95042,  1.04755, -75.90777, -1.05170, -77.95043, -1.05297, -75.90778,LC08_L2SP_009060_20140414_20200911_02_T1,LC80090602014104LGN01
LC08_L2SP_009061_20140414_20200911_02_T1,LC08_L1TP_009061_20140414_20200911_02_T1,LC80090612014104LGN01,2014/04/14,T1,2, 009, 061, 009, 061,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-14 15:20:14.586622,2014-04-14 15:20:46.356618,LGN,DAY,  64.47,  64.47,138,5,    5.920,    4.168,    4.205,LPGS_15.3.1c,60.79851741,67.38038975,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'46.79"S,77°14'04.78"W,0°24'03.78"S,78°15'24.88"W,0°24'05.80"S,76°12'44.10"W,2°29'44.48"S,78°15'35.64"W,2°29'57.08"S,76°12'48.13"W, -1.44633, -77.23466, -0.40105, -78.25691, -0.40161, -76.21225, -2.49569, -78.25990, -2.49919, -76.21337,LC08_L2SP_009061_20140414_20200911_02_T1,LC80090612014104LGN01
LC08_L2SP_009062_20140414_20200911_02_T1,LC08_L1TP_009062_20140414_20200911_02_T1,LC80090622014104LGN01,2014/04/14,T1,2, 009, 062, 009, 062,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-14 15:20:38.503075,2014-04-14 15:21:10.273071,LGN,DAY,  73.31,  73.31,111,5,    5.834,    3.461,    4.697,LPGS_15.3.1c,60.02759204,65.20177610,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,2°53'33.29"S,77°32'27.89"W,1°50'41.17"S,78°33'36.29"W,1°50'51.76"S,76°31'03.25"W,3°56'19.32"S,78°33'59.83"W,3°56'41.93"S,76°31'13.30"W, -2.89258, -77.54108, -1.84477, -78.56008, -1.84771, -76.51757, -3.93870, -78.56662, -3.94498, -76.52036,LC08_L2SP_009062_20140414_20200911_02_T1,LC80090622014104LGN01
LC08_L2SP_009063_20140414_20200911_02_T1,LC08_L1TP_009063_20140414_20200911_02_T1,LC80090632014104LGN01,2014/04/14,T1,2, 009, 063, 009, 063,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-14 15:21:02.428,2014-04-14 15:21:34.197996,LGN,DAY,  87.93,  87.93,83,5,    5.556,    3.529,    4.291,LPGS_15.3.1c,59.21091732,63.14700333,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,4°20'21.01"S,77°50'53.20"W,3°17'24.61"S,78°51'57.24"W,3°17'45.74"S,76°49'17.76"W,5°22'59.88"S,78°52'35.65"W,5°23'34.48"S,76°49'35.90"W, -4.33917, -77.84811, -3.29017, -78.86590, -3.29604, -76.82160, -5.38330, -78.87657, -5.39291, -76.82664,LC08_L2SP_009063_20140414_20200911_02_T1,LC80090632014104LGN01
LC08_L2SP_010059_20140421_20200911_02_T1,LC08_L1TP_010059_20140421_20200911_02_T1,LC80100592014111LGN01,2014/04/21,T1,2, 010, 059, 010, 059,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-21 15:25:31.915284,2014-04-21 15:26:03.685281,LGN,DAY,  79.14,  80.21,116,5,    6.775,    4.600,    4.974,LPGS_15.3.1c,61.79186649,66.92068006,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.79"N,78°10'20.71"W,2°29'35.09"N,79°11'38.62"W,2°29'19.18"N,77°08'54.53"W,0°23'36.10"N,79°11'44.59"W,0°23'33.58"N,77°09'07.20"W,  1.44633, -78.17242,  2.49308, -79.19406,  2.48866, -77.14848,  0.39336, -79.19572,  0.39266, -77.15200,LC08_L2SP_010059_20140421_20200911_02_T1,LC80100592014111LGN01
LC08_L2SP_010060_20140421_20200911_02_T1,LC08_L1TP_010060_20140421_20200911_02_T1,LC80100602014111LGN01,2014/04/21,T1,2, 010, 060, 010, 060,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-21 15:25:55.827501,2014-04-21 15:26:27.597498,LGN,DAY,  76.27,  76.27,68,5,    7.429,    4.369,    6.008,LPGS_15.3.1c,61.01024806,64.65355481,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.54"N,78°28'42.56"W,1°02'50.35"N,79°30'00.14"W,1°02'44.38"N,77°27'19.87"W,1°03'09.86"S,79°30'00.11"W,1°03'03.89"S,77°27'19.84"W,  0.00015, -78.47849,  1.04732, -79.50004,  1.04566, -77.45552, -1.05274, -79.50003, -1.05108, -77.45551,LC08_L2SP_010060_20140421_20200911_02_T1,LC80100602014111LGN01
